Text,Chapter_Name
"You can track the status of a wafer (also known as a substrate object) using the STS function defined by SEMI. This function allows you to determine the process, which slot the wafer originated from, and to which slot the wafer will return after processing. In addition, you can determine where the wafer is located currently as well as the wafer's transfer status, its process status, the ID of the lot to which it belongs, and how it will be used.",Checking the Equipment Status
"The wafer will be registered if it is mapped after the carrier is loaded. Also, if the  OPERATOR ACCESS  switch is pressed after the carrier is unloaded, the wafer will be deleted.",Checking the Equipment Status
Display the  Substrate List  screen from the group menu below.,Checking the Equipment Status
Jobs → Lot Information → Substrate List,Checking the Equipment Status
Substrate List,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Displays the number of the ID of the latest wafer (object of the substrate) which is registered currently.,Checking the Equipment Status
2 Displays the list of the ID of the latest wafer (object of the substrate) which is registered currently. The screen displays in the carrier slot order from the top.,Checking the Equipment Status
Function Buttons,Checking the Equipment Status
Close : Closes the  Substrate List  screen.,Checking the Equipment Status
Detail :  Displays the attributes of the selected wafer (see page 112) .,Checking the Equipment Status
Update : Updates the screen display to show the most recent information.,Checking the Equipment Status
Lot ID : Edits the lot ID. The lot ID is the information for managing the wafers.,Checking the Equipment Status
Substrate Usage : Edits the usage of the wafer.,Checking the Equipment Status
Substrate History : Displays the transfer history of the selected wafer ID.,Checking the Equipment Status
Displaying STS Attributes,Checking the Equipment Status
Press  Detail  on the  Substrate List  screen.,Checking the Equipment Status
Substrate Detail Screen,Checking the Equipment Status
No. Description,Checking the Equipment Status
1 Displays the list of the ID of the latest wafer (object of the substrate) which is registered currently. The screen displays in the carrier slot order from the top.,Checking the Equipment Status
2 Displays the STS attribute of the specified wafer.,Checking the Equipment Status
Select the wafer from the  Substrate Object ID  on the  Substrate Detail  screen to display the STS attribute.,Checking the Equipment Status
"To display the latest information, press  Update .",Checking the Equipment Status
Description of STS Attribute,Checking the Equipment Status
Item Description,Checking the Equipment Status
Lot ID The lot ID. This is the information for managing wafers. This can be edited from the  Lot ID  on the right of the screen.,Checking the Equipment Status
Item Description,Checking the Equipment Status
Material Status This is the wafer process status.,Checking the Equipment Status
NEEDS PROCESSING: Processing is required,Checking the Equipment Status
IN PROCESS: Under processing,Checking the Equipment Status
"ABORTED: Not processed, process error, or process aborted",Checking the Equipment Status
PROCESSED: Completed normally,Checking the Equipment Status
Substrate Destination Wafer's destination slot ID. The display will be  Carrier ID. Slot No (for example: TEL 1a.01).,Checking the Equipment Status
Substrate ID Status Displays the Substrate Name setting status. Nothing will be displayed if it is not set/used.,Checking the Equipment Status
Substrate Location ID ID of current wafer location,Checking the Equipment Status
ORT: Orienter,Checking the Equipment Status
LM_Arm x: The pick x of the loader arm,Checking the Equipment Status
LLMx_Buf1: The lifter pin of the load lock module,Checking the Equipment Status
TM_Arm x: The pick x of the transfer arm,Checking the Equipment Status
PM#: process module #,Checking the Equipment Status
"Substrate Name This data is used when the wafer ID reader is enabled, and the data read by the wafer ID will be displayed. Nothing will be displayed if it is not set/used.",Checking the Equipment Status
Substrate Processing State This is the wafer process status. The status is defined by this equipment.,Checking the Equipment Status
NEEDS PROCESSING: Processing is required,Checking the Equipment Status
IN PROCESS: Under processing,Checking the Equipment Status
"ABORTED: Not processed, process error, or process aborted",Checking the Equipment Status
PROCESSED: Completed normally,Checking the Equipment Status
REJECTED: Process is rejected,Checking the Equipment Status
STOPED: Process is stopped,Checking the Equipment Status
Substrate Source Slot ID from which the wafer originated.,Checking the Equipment Status
Substrate State Wafer's process status defined by the wafer's location,Checking the Equipment Status
AT SOURCE: Exists at the starting position,Checking the Equipment Status
AT WORK: Under processing,Checking the Equipment Status
AT DESTINATION: Exists at the final storage position,Checking the Equipment Status
Substrate Usage Displays the intended use of the wafer. This can be edited from the  Substrate Usage  on the right of the screen.,Checking the Equipment Status
PRODUCT : Production wafer,Checking the Equipment Status
TEST : Wafer for test transfer,Checking the Equipment Status
FILLER : Wafer for other than production or test,Checking the Equipment Status
CLEANING : Cleaning wafer,Checking the Equipment Status
Operating the MC Status Screen,Checking the Equipment Status
"On the  MC Status  screen, functions that are necessary to check the status of all the MCs connected to the network, check the conformity, starting/resetting the MC are operated.",Checking the Equipment Status
Display the  MC Status  screen from the group menu below.,Checking the Equipment Status
System → System Status → MC Status,Checking the Equipment Status
MC Status Screen,Checking the Equipment Status
Function Buttons,Checking the Equipment Status
Close : Closes the  Status  screen.,Checking the Equipment Status
Start MC :  Starts the MC (see page 114) .,Checking the Equipment Status
Reset MC : Resets the MC.,Checking the Equipment Status
Starting the MC,Checking the Equipment Status
Check that the MC that you are going to start is in  Init Wait  status.,Checking the Equipment Status
Select the MC that you are going to start.,Checking the Equipment Status
Press  Start MC  on the right of the screen to start the MC.,Checking the Equipment Status
